impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,location_for_map,Memo
K17-097655,A523135,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Morris,Cat,12 YEARS -1 MONTHS,Neutered Male,Domestic Shorthair,Brn Tabby / White,03/31/2017 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KING COUNTY,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A523135,Image Copyright HLP Inc. 2018,"21615 64TH AVE S
KENT, WA 98032
(47.407788, -122.255197)","Received on: 2017-03-31<p></p> Description: Brn Tabby / White Neutered Male Domestic Shorthair Cat<p></p> Age: 12 YEARS -1 MONTHS<p></p> Current Location: In RASKC Foster Home <p></p>Hi!  My name is Morris and I am available for adoption at the RASKC Pet Adoption Center in Kent.<p></p><p></p>I was brought in by a good samaritan on December 23, 2017.<p></p><p></p>I am an affectionate lovebug who would be thrilled to cuddle up with you at home! I love to chat and my favorite thing in the whole world - besides you - is treats! I am even starting to learn some cool tricks like &quot;high five&quot;.<p></p><p></p>I was previously declawed on my front paws, so I will need to remain an indoor kitty.<p></p><p></p>My personality color is GREEN.  I am an adaptable cat who loves to go with the flow!  I am outgoing and carefree, and I just can't wait to find my forever home!<p></p><p></p>A veterinarian has diagnosed or tentatively diagnosed the above-described pet with the following condition(s):<p></p><p></p>1)    Hyperthyroidism- This animal has been diagnosed with hyperthyroid.  This means that thyroid gland is producing an excess of hormones.  This disease can be easily managed with daily medication, radioactive iodine treatment or prescription diet.  Please follow up with you regular veterinarian to create a treatment plan.  We have also included a handout with more information about this disease.<p></p><p></p>2)  Kidney disease- This cat has increased kidney values, indicating early kidney disease. This condition will require frequent monitoring.  It can be managed with special diets and medications.  This disease also requires frequent monitoring.  We recommend you follow up with your regular veterinarian to form the best treatment plan for this animal.<p></p><p></p>As a result of these conditions, your pet may need specialized care consisting of any or all of the below.  Please note this is not intended to be an exhaustive list.<p></p><p></p>- Special diet or prescription foods<p></p>- Prescription or over-the-counter medicines<p></p>- Special skin care or shampoos<p></p>- Regular veterinarian visits, which may include blood tests or other monitoring<p></p>- Possible surgery or other procedures as determined by your veterinarian<p></p><p></p>Adoption Fee: $30.00<p></p>"
K18-106877,A552716,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A552716,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Peggy,Cat,2 YEARS,Spayed Female,Domestic Shorthair,Dilute Tor,02/27/2018 12:00:00 AM,Received on,10000 SE 256TH ST,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A552716,Image Copyright HLP Inc. 2018,"10000 SE 256TH ST
KENT, WA 98030
","Received on: 2018-02-27<p></p> Found Near: 10000 SE 256TH ST, KENT WA 98030<p></p> Description: Dilute Tor Spayed Female Domestic Shorthair Cat<p></p> Age: 2 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-105331,A547918,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Babette,Cat,17 YEARS 2 MONTHS,Spayed Female,Domestic Shorthair,Brn Tabby,12/04/2017 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KING COUNTY,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A547918,Image Copyright HLP Inc. 2018,"21615 64TH AVE S
KENT, WA 98032
(47.407788, -122.255197)","Received on: 2017-12-04<p></p> Description: Brn Tabby Spayed Female Domestic Shorthair Cat<p></p> Age: 17 YEARS 2 MONTHS<p></p> Current Location: In RASKC Foster Home <p></p>Hi! My name is Babette and I am available for adoption.<p></p><p></p>I was brought in by my previous owner on 12/5/17 because the landlord didn't allow cats. I lived in a home with dogs but the were not my favorite. I also lived with other cats and children. My previous owner described me as calm and vocal.<p></p><p></p>I like getting attention on my own terms. I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break.<p></p><p></p>Because of my shy nature, I would do best in a calm, quiet home.<p></p><p></p>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p></p><p></p><p></p>Adoption Fee: $30.00<p></p>"
K18-106751,A552179,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1833824,LOST,Geddy,Cat,,Male,American Shorthair,Unknown,02/10/2018 12:00:00 AM,Date Lost,ABERDEEN AVE NE & SUNSET BLVD NE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1833824,Image Copyright HLP Inc. 2018,"ABERDEEN AVE NE &amp; SUNSET BLVD NE
",
K17-104675,A545938,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Softie,Cat,7 YEARS 9 MONTHS,Spayed Female,Domestic Shorthair,Black / White,11/09/2017 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,SEATAC,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A545938,Image Copyright HLP Inc. 2018,"21615 64TH AVE S
KENT, WA 98032
(47.407788, -122.255197)","Received on: 2017-11-09<p></p> Description: Black / White Spayed Female Domestic Shorthair Cat<p></p> Age: 7 YEARS 9 MONTHS<p></p> Current Location: In RASKC Foster Home <p></p>Hi! My name is Softie and I am available for adoption.<p></p><p></p>I was brought in by my previous owner on 11/9/17 because he travels too much. I lived in a home with other cats.<p></p><p></p>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p></p><p></p>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p></p><p></p>My caregivers have noticed that I seem to do well with other cats. When meeting cats in a new home, I would do best with a slow introduction.<p></p><p></p>I was surrendered with my brother Square (A545934). We do not have to be adopted together, but it would make us happy!<p></p><p></p><p></p><p></p><p></p>Adoption Fee: $30.00<p></p>"
K18-106708,A552072,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Bird,NO AGE,Female,Duck,Brown,02/17/2018 12:00:00 AM,Received on,15100 65TH AVE S,TUKWILA,WA,98188,TUKWILA,,,,Image Copyright HLP Inc. 2018,"15100 65TH AVE S
TUKWILA, WA 98188
","Received on: 2018-02-17<p></p> Found Near: 15100 65TH AVE S, TUKWILA WA 98188<p></p> Description: Brown Female Duck Bird<p></p> Age: NO AGE<p></p>"
K18-106855,A552560,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A552560,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Rabbit Sh,NO AGE,Unaltered,Rabbit Sh,Black / White,02/26/2018 12:00:00 AM,Received on,12700 185TH WAY SE,RENTON,WA,98059,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A552560,Image Copyright HLP Inc. 2018,"12700 185TH WAY SE
RENTON, WA 98059
","Received on: 2018-02-26<p></p> Found Near: 12700 185TH WAY SE, RENTON WA 98059<p></p> Description: Black / White Unaltered Rabbit Sh Rabbit Sh<p></p> Age: NO AGE<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K18-106463,A551450,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1828959,LOST,Klaus,Dog,,Male,Dachshund,Unknown,02/04/2018 12:00:00 AM,Date Lost,25TH AVENUE SW & PUGET BOULEVARD SW,SEATTLE,WA,98106,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1828959,Image Copyright HLP Inc. 2018,"25TH AVENUE SW &amp; PUGET BOULEVARD SW
SEATTLE, WA 98106
",
K18-106903,A525457,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A525457,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Blossom,Dog,1 YEAR 1 MONTH,Spayed Female,Rottweiler,Black / Brown,03/01/2018 12:00:00 AM,Received on,25600 LAKE FENWICK RD S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A525457,Image Copyright HLP Inc. 2018,"25600 LAKE FENWICK RD S
KENT, WA 98032
","Received on: 2018-03-01<p></p> Found Near: 25600 LAKE FENWICK RD S, KENT WA 98032<p></p> Description: Black / Brown Spayed Female Rottweiler Dog<p></p> Age: 1 YEAR 1 MONTH<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-099680,A529801,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Jake,Cat,12 YEARS 8 MONTHS,Neutered Male,Domestic Shorthair,Orange / White,06/17/2017 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,BELLEVUE,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A529801,Image Copyright HLP Inc. 2018,"21615 64TH AVE S
KENT, WA 98032
(47.407788, -122.255197)","Received on: 2017-06-17<p></p> Description: Orange / White Neutered Male Domestic Shorthair Cat<p></p> Age: 12 YEARS 8 MONTHS<p></p> Current Location: In RASKC Foster Home <p></p>Hi! My name is Jake and I am available for adoption.<p></p><p></p>I was brought in by an Animal Control Officer on June 17, 2017<p></p><p></p>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p></p><p></p>I was previously declawed on my front paws. Because I can't protect myself outside, I need to be an indoor-only cat.<p></p><p></p>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p></p><p></p>A veterinarian has diagnosed or tentatively diagnosed the above-described pet with the following condition(s):<p></p><p></p>1)     This animal has been diagnosed as hyperthyroid.  This means that thyroid gland is producing an excess of hormones.  This disease can be easily managed with daily medication, radioactive iodine treatment or prescription diet.  Please follow up with you regular veterinarian to create a treatment plan.  We have also included a handout with more information about this disease.<p></p><p></p>As a result of these conditions, your pet may need specialized care consisting of any or all of the below.  Please note this is not intended to be an exhaustive list.<p></p><p></p>- Special diet or prescription foods<p></p>- Prescription or over-the-counter medicines<p></p>- Special skin care or shampoos<p></p>- Regular veterinarian visits, which may include blood tests or other monitoring<p></p>- Possible surgery or other procedures as determined by your veterinarian<p></p><p></p>Adoption Fee: $30.00<p></p>"
K18-106706,A552070,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Bird,NO AGE,Male,Duck,Green / Brown,02/17/2018 12:00:00 AM,Received on,15100 65TH AVE S,TUKWILA,WA,98188,TUKWILA,,,,Image Copyright HLP Inc. 2018,"15100 65TH AVE S
TUKWILA, WA 98188
","Received on: 2018-02-17<p></p> Found Near: 15100 65TH AVE S, TUKWILA WA 98188<p></p> Description: Green / Brown Male Duck Bird<p></p> Age: NO AGE<p></p>"
K18-106638,A551930,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A551930,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Luna,Dog,9 YEARS,Spayed Female,Pit Bull,Gray / White,02/14/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A551930,Image Copyright HLP Inc. 2018,,"Received on: 2018-02-14<p></p> Description: Gray / White<p></p>  Spayed Female Pit Bull Dog<p></p> Age: 9 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>Hi! My name is Luna and I am available for adoption.<p></p><p></p>I was brought in by my previous owner on 02/14/18 because they moved into a place that wouldn't allow pets. I lived in a home with young children. My previous owner described me as friendly, affectionate, nervous, and protective.<p></p><p></p>My personality color is RED. I am a spirited dog with a fun-loving personality! I am still working on my manners, so I would do best with a family who is willing to work with me and help me become the best dog I can be!<p></p><p></p>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p></p><p></p>I am full of energy and I love to play! I tend to calm down more when the people around me stay calm. I do best when I have lots of exercise and something to keep my mind busy.<p></p><p></p>My caregivers have observed that I might not get along with other dogs. I would do best as the only dog in my new home.<p></p><p></p><p></p> Adoption Fee: $100.00<p></p>"
K18-106781,A552249,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A552249,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Tito,Dog,7 YEARS,Neutered Male,Pit Bull / Mix,Black / White,02/21/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A552249,Image Copyright HLP Inc. 2018,,"Received on: 2018-02-21<p></p> Description: Black / White<p></p>  Neutered Male Pit Bull / Mix Dog<p></p> Age: 7 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>Hi! My name is TITO and I am available for adoption.<p></p><p></p>I was brought in by my previous owner on 2/21/2018 because  they were moving. I lived in a home with Men Women dogs and cats. My previous owner described me as shy, outgoing,  playful, and sometimes nervous.  The more I know you the more affectionate I can be. <p></p><p></p>My personality color is BLUE. I am a gentle and loving dog who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might take some time to warm up. Once I get to know you, I will be a very devoted friend! I was nervous when I first came to the shelter but the more I have stayed here I have warmed up! <p></p><p></p>I am a very smart dog! I have shown my caregivers that I already know how to sit.<p></p><p></p>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p></p><p></p>I am an independent dog who likes to do my own thing!<p></p><p></p>My caregivers have noticed that I seem to do well with other large dog. When meeting dogs in a new home, I would do best with a slow introduction.<p></p><p></p>Because of my shy nature, I would do best in a calm, quiet home.<p></p><p></p>I would do best in a home with older children.<p></p> Adoption Fee: $100.00<p></p>"
K18-106875,A552714,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A552714,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Mojo,Cat,7 MONTHS,Neutered Male,Domestic Shorthair,Brn Tabby,02/27/2018 12:00:00 AM,Received on,23200 88TH AVE S,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A552714,Image Copyright HLP Inc. 2018,"23200 88TH AVE S
KENT, WA 98031
","Received on: 2018-02-27<p></p> Found Near: 23200 88TH AVE S, KENT WA 98031<p></p> Description: Brn Tabby Neutered Male Domestic Shorthair Cat<p></p> Age: 7 MONTHS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K18-106607,A551856,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A551856,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Big Bub,Cat,5 YEARS,Neutered Male,Domestic Shorthair,Black,02/13/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A551856,Image Copyright HLP Inc. 2018,,"Received on: 2018-02-13<p></p> Description: Black<p></p>  Neutered Male Domestic Shorthair Cat<p></p> Age: 5 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>Hi! My name is Big Bub and I am available for adoption.<p></p><p></p>I was brought in by a good samaritan on February 13th, 2018.<p></p><p></p>I'm a big, gentle, giant........ I might seem like a rather large and in charge guy but I am quite the opposite, more like a teddy bear. I love to be pet, brushed, hang out on your lap, snooze the day away on beds, and bird watch out of the window. <p></p><p></p>My front paws are declawed and I would need to be an INDOOR ONLY cat for the rest of my lifetime. <p></p><p></p>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p></p> Adoption Fee: $30.00<p></p>"
K17-105683,A549160,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Munchkin,Cat,7 YEARS 2 MONTHS,Spayed Female,Domestic Shorthair,Brn Tabby / White,12/22/2017 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,COVINGTON,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A549160,Image Copyright HLP Inc. 2018,"21615 64TH AVE S
KENT, WA 98032
(47.407788, -122.255197)","Received on: 2017-12-22<p></p> Description: Brn Tabby / White Spayed Female Domestic Shorthair Cat<p></p> Age: 7 YEARS 2 MONTHS<p></p> Current Location: In RASKC Foster Home <p></p>Hi! My name is Munchkin and I am available for adoption.<p></p><p></p>I was brought in by a good samaritan on December 22, 2017.<p></p><p></p>My personality color is RED. I am a spirited cat with a fun-loving personality! I may be sensitive to handling, so I would do best in a home with a cat savvy family who knows when to give me some space. I simply don't like to be picked up, I'm an independent kitty and I love attention, but I like it on my own terms!<p></p>Adoption Fee: $30.00<p></p>"
K18-106909,A552914,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A552914,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Tig,Cat,12 YEARS,Female,Domestic Shorthair,Tortie,03/01/2018 12:00:00 AM,Received on,17500 SOUTHCENTER PKWY,TUKWILA,WA,98188,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A552914,Image Copyright HLP Inc. 2018,"17500 SOUTHCENTER PKWY
TUKWILA, WA 98188
","Received on: 2018-03-01<p></p> Found Near: 17500 SOUTHCENTER PKWY, TUKWILA WA 98188<p></p> Description: Tortie Female Domestic Shorthair Cat<p></p> Age: 12 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K18-106661,A551964,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,NO AGE,Unaltered,Domestic Longhair,Black,02/15/2018 12:00:00 AM,Received on,17500 ASHWORTH AVE N,SHORELINE,WA,98133,SHORELINE,47.756118,-122.340176,,Image Copyright HLP Inc. 2018,"17500 ASHWORTH AVE N
SHORELINE, WA 98133
(47.756118, -122.340176)","Received on: 2018-02-15<p></p> Found Near: 17500 ASHWORTH AVE N, SHORELINE WA 98133<p></p> Description: Black Unaltered Domestic Longhair Cat<p></p> Age: NO AGE<p></p>"
K17-104834,A546566,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,George,Cat,12 YEARS 3 MONTHS,Neutered Male,Domestic Shorthair,Org Tabby / White,11/15/2017 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,SEATAC,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A546566,Image Copyright HLP Inc. 2018,"21615 64TH AVE S
KENT, WA 98032
(47.407788, -122.255197)","Received on: 2017-11-15<p></p> Description: Org Tabby / White Neutered Male Domestic Shorthair Cat<p></p> Age: 12 YEARS 3 MONTHS<p></p> Current Location: In RASKC Foster Home <p></p>Hi! My name is George and I am available for adoption.<p></p><p></p>I was brought in by my previous owner on 11/15/17 because they no longer could take care of me.<p></p><p></p>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p></p><p></p>I am an independent kitty who likes to do my own thing! I can also be very affectionate when you give me time to warm up.<p></p><p></p>I was previously declawed on my front paws. Because I can't protect myself outside, I need to be an indoor-only cat.<p></p><p></p><p></p>Adoption Fee: $30.00<p></p>"
K18-106864,A552684,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1836313,In Public Home,,Cat,,Male,Domestic Shorthair,Black / White,02/22/2018 12:00:00 AM,Date Found,00 1ST AVE N,ALGONA,WA,98001,ALGONA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1836313,Image Copyright HLP Inc. 2018,"00 1ST AVE N
ALGONA, WA 98001
",
K18-106547,A551685,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1829912,LOST,Ginny,Dog,,Female,German Shepherd,Unknown,02/09/2018 12:00:00 AM,Date Lost,18700 SE 268TH ST,COVINGTON,WA,98042,COVINGTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1829912,Image Copyright HLP Inc. 2018,"18700 SE 268TH ST
COVINGTON, WA 98042
",
K18-106246,A550903,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1823993,LOST,Princess,Dog,,Female,Pit Bull,Unknown,01/24/2018 12:00:00 AM,Date Lost,22700 MILITARY RD S,SEATAC,WA,98198,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1823993,Image Copyright HLP Inc. 2018,"22700 MILITARY RD S
SEATAC, WA 98198
",
K18-106411,A551283,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1827794,In Public Home,,Cat,,Male,Domestic Shorthair,Unknown,01/26/2018 12:00:00 AM,Date Found,102ND AVE NE + E RIVERSIDE DR,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1827794,Image Copyright HLP Inc. 2018,"102ND AVE NE + E RIVERSIDE DR
",
K18-106268,A550972,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1824631,LOST,Duke,Cat,,Male,Domestic Shorthair,Unknown,01/24/2018 12:00:00 AM,Date Lost,1400 32ND ST NE,AUBURN,WA,98002,AUBURN,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1824631,Image Copyright HLP Inc. 2018,"1400 32ND ST NE
AUBURN, WA 98002
",
K18-106766,A552206,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1834088,In Public Home,,Dog,,Female,Bloodhound,Black / Brown,02/20/2018 12:00:00 AM,Date Found,LATERAL STREET TO 400TH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1834088,Image Copyright HLP Inc. 2018,"LATERAL STREET TO 400TH
",
K18-106732,A552096,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1833354,LOST,Hank,Cat,,Male,Domestic Shorthair,Unknown,02/16/2018 12:00:00 AM,Date Lost,,,,4400,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1833354,Image Copyright HLP Inc. 2018,"4400
",
K18-106505,A551592,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1829477,LOST,Tj,Cat,,Male,Siamese,Unknown,02/06/2018 12:00:00 AM,Date Lost,19500 134TH AVE SE,RENTON,WA,98058,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1829477,Image Copyright HLP Inc. 2018,"19500 134TH AVE SE
RENTON, WA 98058
",
K18-106734,A552098,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1833382,In Public Home,,Dog,,Male,Chihuahua - Smooth Coated,Brown / White,02/18/2018 12:00:00 AM,Date Found,NEAR RAINIER HIGH SCHOOL,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1833382,Image Copyright HLP Inc. 2018,"NEAR RAINIER HIGH SCHOOL
",
K18-106813,A552325,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1834875,In Public Home,,Bird,,Female,Fowl,Black,02/23/2018 12:00:00 AM,Date Found,800 104TH AVE SE,BELLEVUE,WA,98004,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1834875,Image Copyright HLP Inc. 2018,"800 104TH AVE SE
BELLEVUE, WA 98004
",
K18-106733,A552097,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1833379,LOST,Kmao,Cat,,Male,Bombay,Unknown,02/18/2018 12:00:00 AM,Date Lost,200 SW 5TH PL,RENTON,WA,98057,RENTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1833379,Image Copyright HLP Inc. 2018,"200 SW 5TH PL
RENTON, WA 98057
",
K18-106629,A551892,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1831532,In Public Home,,Dog,,,Chihuahua - Smooth Coated,Brown,02/14/2018 12:00:00 AM,Date Found,WALLACE SWAMP CREEK PARK - 19851 73 AVE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1831532,Image Copyright HLP Inc. 2018,"WALLACE SWAMP CREEK PARK - 19851 73 AVE
",
K18-106415,A551288,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1827888,LOST,Charlie,Cat,,Male,American Shorthair,Unknown,01/31/2018 12:00:00 AM,Date Lost,NE 134TH ST AND NE 133RD PL,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1827888,Image Copyright HLP Inc. 2018,"NE 134TH ST AND NE 133RD PL
",
K18-106890,A552829,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1836880,LOST,Ziggy,Dog,,Male,Cocker Spaniel,Unknown,02/28/2018 12:00:00 AM,Date Lost,384TH AVE SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1836880,Image Copyright HLP Inc. 2018,"384TH AVE SE
",
